,id,thread_title,reply_split,classification,reply_sub,reply_words,entity,entity_locs,spin,speed,hardness,tackiness,weight,control,throw angle,durability,blocking,looping,throw,specific_aspects_cnt,g_comparative_word_begin_idx,g_comparative,g_comparative_words,comparative_word_begin_idx,comparative,comparative_words,comparative_aspects
553,5f68729c10fb22f7fce1f898,Need a new BH rubber: O7P vs DNA Pro M?,It is a high performance rubber that needs high level of skills.,descriptive,It is a high performance rubber that needs high level of skills.,"['It', 'is', 'a', 'high', 'performance', 'rubber', 'that', 'needs', 'high', 'level', 'of', 'skills', '.']",[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[]
561,5f68729c10fb22f7fce1f898,Need a new BH rubber: O7P vs DNA Pro M?,O7P seem to soft for my BH.,descriptive,O7P seem to soft for my BH.,"['O7P', 'seem', 'to', 'soft', 'for', 'my', 'BH', '.']",[],[],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[],[],[],[],[],[],[]
564,5f6872e710fb22f7fce1f8af,Skyline TG2 NEO vs Hurricane 3 NEO,"It produces huge spin, but speed-wise you must have excellent forearm acceleration on your loops to get the best out of it.",descriptive,"It produces huge spin, but speed-wise you must have excellent forearm acceleration on your loops to get the best out of it.","['It', 'produces', 'huge', 'spin', ',', 'but', 'speed-wise', 'you', 'must', 'have', 'excellent', 'forearm', 'acceleration', 'on', 'your', 'loops', 'to', 'get', 'the', 'best', 'out', 'of', 'it', '.']",[],[],1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,[108],['greater'],['best'],[],[],[],[]
565,5f6872e710fb22f7fce1f8af,Skyline TG2 NEO vs Hurricane 3 NEO,It starts off with high throw but will gradually lower to medium-low.,descriptive,It starts off with high throw but will gradually lower to medium-low.,"['It', 'starts', 'off', 'with', 'high', 'throw', 'but', 'will', 'gradually', 'lower', 'to', 'medium-low', '.']",[],[],0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,[49],['less'],['low'],[48],['less'],[' lower'],['throw angle']
567,5f6872e710fb22f7fce1f8af,Skyline TG2 NEO vs Hurricane 3 NEO,"If you are a mid-distance looper, this rubber is not for you- it is a monster in the close game but when I take a step back my loops fly into the net because of the low throw.",descriptive,"If you are a mid-distance looper, this rubber is not for you- it is a monster in the close game but when I take a step back my loops fly into the net because of the low throw.","['If', 'you', 'are', 'a', 'mid-distance', 'looper', ',', 'this', 'rubber', 'is', 'not', 'for', 'you-', 'it', 'is', 'a', 'monster', 'in', 'the', 'close', 'game', 'but', 'when', 'I', 'take', 'a', 'step', 'back', 'my', 'loops', 'fly', 'into', 'the', 'net', 'because', 'of', 'the', 'low', 'throw', '.']",[],[],0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,[165],['less'],['low'],[],[],[],[]
568,5f6872e710fb22f7fce1f8af,Skyline TG2 NEO vs Hurricane 3 NEO,"Blocking is good, lands on the table most of the time.",descriptive,"Blocking is good, lands on the table most of the time.","['Blocking', 'is', 'good', ',', 'lands', 'on', 'the', 'table', 'most', 'of', 'the', 'time', '.']",[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[]
595,5f6872e710fb22f7fce1f8af,Skyline TG2 NEO vs Hurricane 3 NEO,H3N tends to go long for me often.,descriptive,DHS-Hurricane-3-National tends to go long for me often.,"['DHS-Hurricane-3-National', 'tends', 'to', 'go', 'long', 'for', 'me', 'often', '.']",['DHS-Hurricane-3-National'],[0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[]
601,5f6872e710fb22f7fce1f8af,Skyline TG2 NEO vs Hurricane 3 NEO,H2 Neo works well for the BH but right now I have H2 Neo mounted on the FH of my Firewall+ paddles that I use for push blocking.,descriptive,DHS-Hurricane-2 Neo works well for the BH but right now I have DHS-Hurricane-2 Neo mounted on the FH of my Firewall+ paddles that I use for push blocking.,"['DHS-Hurricane-2', 'Neo', 'works', 'well', 'for', 'the', 'BH', 'but', 'right', 'now', 'I', 'have', 'DHS-Hurricane-2', 'Neo', 'mounted', 'on', 'the', 'FH', 'of', 'my', 'Firewall+', 'paddles', 'that', 'I', 'use', 'for', 'push', 'blocking', '.']","['DHS-Hurricane-2', 'DHS-Hurricane-2']","[0, 63]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[]
602,5f6872e710fb22f7fce1f8af,Skyline TG2 NEO vs Hurricane 3 NEO,H2 works well enough for close to the table play.,descriptive,DHS-Hurricane-2 works well enough for close to the table play.,"['DHS-Hurricane-2', 'works', 'well', 'enough', 'for', 'close', 'to', 'the', 'table', 'play', '.']",['DHS-Hurricane-2'],[0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[25],['equal'],['close to'],[],[],[],[]
609,5f6872f110fb22f7fce1f8b6,DHS Hurricane 3 National (Blue Sponge) vs the NEO version of it,"Neo has a more modern sponge for the plastic ball, it will provide more power and control.",descriptive,"Neo has a more modern sponge for the plastic ball, it will provide more power and control.","['Neo', 'has', 'a', 'more', 'modern', 'sponge', 'for', 'the', 'plastic', 'ball', ',', 'it', 'will', 'provide', 'more', 'power', 'and', 'control', '.']",[],[],0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,[10],['greater'],['more'],[],[],[],[]
627,5f6872ff10fb22f7fce1f8bd,Donic BlueStrom Z2 vs Xiom Omega V Asia for fh? (on a Stiga Offensive Nct CS),"As for my personal opinions, I think that Bluefire M3 is really controllable after the factory booster wears off.",descriptive,"As for my personal opinions, I think that Donic-Bluefire-M3 is really controllable after the factory booster wears off.","['As', 'for', 'my', 'personal', 'opinions', ',', 'I', 'think', 'that', 'Donic-Bluefire-M3', 'is', 'really', 'controllable', 'after', 'the', 'factory', 'booster', 'wears', 'off', '.']",['Donic-Bluefire-M3'],[43],0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,[],[],[],[],[],[],[]
649,5f68739df57afe037caed073,DHS Goldarc 8 vs Stiga Mantra M,"I can hit all over the table with it, theres no limit with it.",descriptive,"I can hit all over the table with it, theres no limit with it.","['I', 'can', 'hit', 'all', 'over', 'the', 'table', 'with', 'it', ',', 'theres', 'no', 'limit', 'with', 'it', '.']",[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[]
650,5f68739df57afe037caed073,DHS Goldarc 8 vs Stiga Mantra M,The spin is amacing in opening loops with a lower speed but ALOT of spin when i brushes the rubber.,descriptive,The spin is amacing in opening loops with a lower speed but ALOT of spin when i brushes the rubber.,"['The', 'spin', 'is', 'amacing', 'in', 'opening', 'loops', 'with', 'a', 'lower', 'speed', 'but', 'ALOT', 'of', 'spin', 'when', 'i', 'brushes', 'the', 'rubber', '.']",[],[],1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,[44],['less'],['low'],[43],['less'],[' lower'],['throw angle']
651,5f68739df57afe037caed073,DHS Goldarc 8 vs Stiga Mantra M,In serving its Fantastic.,descriptive,In serving its Fantastic.,"['In', 'serving', 'its', 'Fantastic', '.']",[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[]
652,5f68739df57afe037caed073,DHS Goldarc 8 vs Stiga Mantra M,For my style of playing its the BEST fh rubber ever.,descriptive,For my style of playing its the BEST fh rubber ever.,"['For', 'my', 'style', 'of', 'playing', 'its', 'the', 'BEST', 'fh', 'rubber', 'ever', '.']",[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[32],['greater'],['best'],[],[],[],[]
657,5f68739df57afe037caed073,DHS Goldarc 8 vs Stiga Mantra M,I really fell every Ball on the racket crisp and controlling both active and passive shots with Manta M.,descriptive,I really fell every Ball on the racket crisp and controlling both active and passive shots with Manta M.,"['I', 'really', 'fell', 'every', 'Ball', 'on', 'the', 'racket', 'crisp', 'and', 'controlling', 'both', 'active', 'and', 'passive', 'shots', 'with', 'Manta', 'M', '.']",[],[],0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,[],[],[],[],[],[],[]
659,5f68739df57afe037caed073,DHS Goldarc 8 vs Stiga Mantra M,"You get power in your shots if you want to attact no tensor in it, whitch i really like.",descriptive,"You get power in your shots if you want to attact no Tensor-rubbers in it, whitch i really like.","['You', 'get', 'power', 'in', 'your', 'shots', 'if', 'you', 'want', 'to', 'attact', 'no', 'Tensor-rubbers', 'in', 'it', ',', 'whitch', 'i', 'really', 'like', '.']",['Tensor-rubbers'],[53],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[]
660,5f68739df57afe037caed073,DHS Goldarc 8 vs Stiga Mantra M,Razka 7 is also a okay rubber.,descriptive,Razka 7 is also a okay rubber.,"['Razka', '7', 'is', 'also', 'a', 'okay', 'rubber', '.']",[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[]
662,5f68739df57afe037caed073,DHS Goldarc 8 vs Stiga Mantra M,Thinking Razka 7 is a older type of modern rubber.,descriptive,Thinking Razka 7 is a older type of modern rubber.,"['Thinking', 'Razka', '7', 'is', 'a', 'older', 'type', 'of', 'modern', 'rubber', '.']",[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[]
663,5f68739df57afe037caed073,DHS Goldarc 8 vs Stiga Mantra M,"Mantra M is japanese made, GA8 is german made.",descriptive,"Stiga-Mantra-M is japanese made, GA8 is german made.","['Stiga-Mantra-M', 'is', 'japanese', 'made', ',', 'GA8', 'is', 'german', 'made', '.']",['Stiga-Mantra-M'],[0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[]
667,5f68739df57afe037caed073,DHS Goldarc 8 vs Stiga Mantra M,"Played with the 47,5 degree version a while ago and thought it was really good, comparable to bluefire/Evolution and co.",descriptive,"Played with the 47,5 degree version a while ago and thought it was really good, comparable to Donic-Bluefire/Tibhar-Evolution and co.","['Played', 'with', 'the', '47,5', 'degree', 'version', 'a', 'while', 'ago', 'and', 'thought', 'it', 'was', 'really', 'good', ',', 'comparable', 'to', 'Donic-Bluefire/Tibhar-Evolution', 'and', 'co', '.']",[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[80],['equal'],['comparable'],[],[],[],[]
671,5f68739df57afe037caed073,DHS Goldarc 8 vs Stiga Mantra M,ESN rubbers have more factory tuning and perform significantly worse after 2-3 months.,descriptive,ESN-rubbers have more factory tuning and perform significantly worse after 2-3 months.,"['ESN-rubbers', 'have', 'more', 'factory', 'tuning', 'and', 'perform', 'significantly', 'worse', 'after', '2-3', 'months', '.']",['ESN-rubbers'],[0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[17],['greater'],['more'],[],[],[],[]
675,5f68739df57afe037caed073,DHS Goldarc 8 vs Stiga Mantra M,Mantra H is actually a pretty decent rubber for fh.,descriptive,Stiga-Mantra-H is actually a pretty decent rubber for fh.,"['Stiga-Mantra-H', 'is', 'actually', 'a', 'pretty', 'decent', 'rubber', 'for', 'fh', '.']",['Stiga-Mantra-H'],[0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[]
677,5f68739df57afe037caed073,DHS Goldarc 8 vs Stiga Mantra M,I like it as a bh rubber.,descriptive,I like it as a bh rubber.,"['I', 'like', 'it', 'as', 'a', 'bh', 'rubber', '.']",[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[]
682,5f68739df57afe037caed073,DHS Goldarc 8 vs Stiga Mantra M,"The best part (to me) is not the availability of the high gears, but the lack of bounciness in the lower gears.",descriptive,"The best part (to me) is not the availability of the high gears, but the lack of bounciness in the lower gears.","['The', 'best', 'part', '(', 'to', 'me', ')', 'is', 'not', 'the', 'availability', 'of', 'the', 'high', 'gears', ',', 'but', 'the', 'lack', 'of', 'bounciness', 'in', 'the', 'lower', 'gears', '.']",[],[],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"[99, 73, 4]","['less', 'less', 'greater']","['low', 'lack', 'best']",[98],['less'],[' lower'],['throw angle']
683,5f68739df57afe037caed073,DHS Goldarc 8 vs Stiga Mantra M,"I do get to blast past my opponents with quality shots, true, but it's the reliability I get in the short game that seals it for me.",descriptive,"I do get to blast past my opponents with quality shots, true, but it's the reliability I get in the short game that seals it for me.","['I', 'do', 'get', 'to', 'blast', 'past', 'my', 'opponents', 'with', 'quality', 'shots', ',', 'true', ',', 'but', 'it', ""'s"", 'the', 'reliability', 'I', 'get', 'in', 'the', 'short', 'game', 'that', 'seals', 'it', 'for', 'me', '.']",[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[]
684,5f68739df57afe037caed073,DHS Goldarc 8 vs Stiga Mantra M,Tight and spinny short pushes if I want them to be.,descriptive,Tight and spinny short pushes if I want them to be.,"['Tight', 'and', 'spinny', 'short', 'pushes', 'if', 'I', 'want', 'them', 'to', 'be', '.']",[],[],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[10],['greater'],['spinny'],[],[],[],[]
688,5f68739df57afe037caed073,DHS Goldarc 8 vs Stiga Mantra M,"I think mantra h is really fast but as expected from a fast rubber, the gears are less compared to a 50 degree rubber.",descriptive,"I think Stiga-Mantra-H is really fast but as expected from a fast rubber, the gears are less compared to a 50 degree rubber.","['I', 'think', 'Stiga-Mantra-H', 'is', 'really', 'fast', 'but', 'as', 'expected', 'from', 'a', 'fast', 'rubber', ',', 'the', 'gears', 'are', 'less', 'compared', 'to', 'a', '50', 'degree', 'rubber', '.']",['Stiga-Mantra-H'],[8],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[82],['less'],['less'],[],[],[],[]
689,5f68739df57afe037caed073,DHS Goldarc 8 vs Stiga Mantra M,"Without having as much xp as you folks, I would say short game is where I find the mantra (M in my case) a bit lacking.",descriptive,"Without having as much xp as you folks, I would say short game is where I find the mantra (M in my case) a bit lacking.","['Without', 'having', 'as', 'much', 'xp', 'as', 'you', 'folks', ',', 'I', 'would', 'say', 'short', 'game', 'is', 'where', 'I', 'find', 'the', 'mantra', '(', 'M', 'in', 'my', 'case', ')', 'a', 'bit', 'lacking', '.']",[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[111],['less'],['lack'],[],[],[],[]
690,5f68739df57afe037caed073,DHS Goldarc 8 vs Stiga Mantra M,"It is a fast rubber and as long as you have confidence in your strokes you can definitely go quite far with it (especially on flat hits when you manage to get a bit of high ball back), but the short game requires a very good touch to be efficient (especially in 2.1mm).",descriptive,"It is a fast rubber and as long as you have confidence in your strokes you can definitely go quite far with it (especially on flat hits when you manage to get a bit of high ball back), but the short game requires a very good touch to be efficient (especially in 2.1mm).","['It', 'is', 'a', 'fast', 'rubber', 'and', 'as', 'long', 'as', 'you', 'have', 'confidence', 'in', 'your', 'strokes', 'you', 'can', 'definitely', 'go', 'quite', 'far', 'with', 'it', '(', 'especially', 'on', 'flat', 'hits', 'when', 'you', 'manage', 'to', 'get', 'a', 'bit', 'of', 'high', 'ball', 'back', ')', ',', 'but', 'the', 'short', 'game', 'requires', 'a', 'very', 'good', 'touch', 'to', 'be', 'efficient', '(', 'especially', 'in', '2.1mm', ')', '.']",[],[],0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,[],[],[],[],[],[],[]
693,5f68739df57afe037caed073,DHS Goldarc 8 vs Stiga Mantra M,Mantra H on the other hand quite a few people (former T05 players) are unhappy with as it's extremely fast.,descriptive,Stiga-Mantra-H on the other hand quite a few people (former Butterfly-Tenergy-05 players) are unhappy with as it's extremely fast.,"['Stiga-Mantra-H', 'on', 'the', 'other', 'hand', 'quite', 'a', 'few', 'people', '(', 'former', 'Butterfly-Tenergy-05', 'players', ')', 'are', 'unhappy', 'with', 'as', 'it', ""'s"", 'extremely', 'fast', '.']","['Stiga-Mantra-H', 'Butterfly-Tenergy-05']","[0, 61]",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[],[],[],[],[],[],[]
694,5f68739df57afe037caed073,DHS Goldarc 8 vs Stiga Mantra M,"To be honest, Mantra H's speed is more on the Bryce Speed range so it is not surprising that people find it too fast.",descriptive,"To be honest, Stiga-Mantra-H's speed is more on the Butterfly-Bryce-Speed range so it is not surprising that people find it too fast.","['To', 'be', 'honest', ',', 'Stiga-Mantra-H', ""'s"", 'speed', 'is', 'more', 'on', 'the', 'Butterfly-Bryce-Speed', 'range', 'so', 'it', 'is', 'not', 'surprising', 'that', 'people', 'find', 'it', 'too', 'fast', '.']","['Stiga-Mantra-H', 'Butterfly-Bryce-Speed']","[15, 54]",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"[108, 34]","['less', 'greater']","['too ', 'more']",[],[],[],[]
712,5f6873cff57afe037caed086,Revspin Rubber Ratings,"Entertaining, yes.",descriptive,"Entertaining, yes.","['Entertaining', ',', 'yes', '.']",[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[]
732,5f6873d2f57afe037caed087,Omega VII Asia vs Hurricane 3,It's a great half tacky rubber Xiom produced.,descriptive,It's a great half tacky rubber Xiom produced.,"['It', ""'s"", 'a', 'great', 'half', 'tacky', 'rubber', 'Xiom', 'produced', '.']",[],[],0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[],[],[],[],[],[],[]
733,5f6873d2f57afe037caed087,Omega VII Asia vs Hurricane 3,Nice control and good spin.,descriptive,Nice control and good spin.,"['Nice', 'control', 'and', 'good', 'spin', '.']",[],[],1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,[],[],[],[],[],[],[]
734,5f6873d2f57afe037caed087,Omega VII Asia vs Hurricane 3,I just feel it lacks the powerful kick H3 has when you do power loop.,descriptive,I just feel it lacks the powerful kick DHS-Hurricane-3 has when you do power loop.,"['I', 'just', 'feel', 'it', 'lacks', 'the', 'powerful', 'kick', 'DHS-Hurricane-3', 'has', 'when', 'you', 'do', 'power', 'loop', '.']",['DHS-Hurricane-3'],[39],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[15],['less'],['lack'],[],[],[],[]
738,5f6873d2f57afe037caed087,Omega VII Asia vs Hurricane 3,"You can try with a Jupiter II 40 deg boosted, or a 38 without boosting, is a very nice rubber.",descriptive,"You can try with a Galaxy-Jupiter-II 40 deg boosted, or a 38 without boosting, is a very nice rubber.","['You', 'can', 'try', 'with', 'a', 'Galaxy-Jupiter-II', '40', 'deg', 'boosted', ',', 'or', 'a', '38', 'without', 'boosting', ',', 'is', 'a', 'very', 'nice', 'rubber', '.']",['Galaxy-Jupiter-II'],[19],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[]
747,5f6873d2f57afe037caed087,Omega VII Asia vs Hurricane 3,Control is ok and power is good.,descriptive,Control is ok and power is good.,"['Control', 'is', 'ok', 'and', 'power', 'is', 'good', '.']",[],[],0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,[],[],[],[],[],[],[]
756,5f6873d2f57afe037caed087,Omega VII Asia vs Hurricane 3,"If a person's style suits Chinese tacky rubber, I'd say look no further than H3/H3N provincial.",descriptive,"If a person's style suits Chinese tacky rubber, I'd say look no further than DHS-Hurricane-3/DHS-Hurricane-3-National provincial.","['If', 'a', 'person', ""'s"", 'style', 'suits', 'Chinese', 'tacky', 'rubber', ',', 'I', ""'d"", 'say', 'look', 'no', 'further', 'than', 'DHS-Hurricane-3/DHS-Hurricane-3-National', 'provincial', '.']",[],[],0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[],[],[],[],[],[],[]
773,5f6873d2f57afe037caed087,Omega VII Asia vs Hurricane 3,Battle 2 is bad rubber.,descriptive,Battle 2 is bad rubber.,"['Battle', '2', 'is', 'bad', 'rubber', '.']",[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[]
774,5f6873d2f57afe037caed087,Omega VII Asia vs Hurricane 3,H3 neo is better after 6layers of Falco booster,descriptive,DHS-Hurricane-3 neo is better after 6layers of Falco booster,"['DHS-Hurricane-3', 'neo', 'is', 'better', 'after', '6layers', 'of', 'Falco', 'booster']",['DHS-Hurricane-3'],[0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[10],['greater'],['better'],[],[],[],[]
787,5f6873d2f57afe037caed087,Omega VII Asia vs Hurricane 3,Vega china is at 54 to 55 degrees.,descriptive,Vega china is at 54 to 55 degrees.,"['Vega', 'china', 'is', 'at', '54', 'to', '55', 'degrees', '.']",[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[]
797,5f6873d2f57afe037caed087,Omega VII Asia vs Hurricane 3,"I am currently using B2P right now, the other thing that I like from B2P is the strong glue between topsheet and sponge.",descriptive,"I am currently using B2P right now, the other thing that I like from B2P is the strong glue between topsheet and sponge.","['I', 'am', 'currently', 'using', 'B2P', 'right', 'now', ',', 'the', 'other', 'thing', 'that', 'I', 'like', 'from', 'B2P', 'is', 'the', 'strong', 'glue', 'between', 'topsheet', 'and', 'sponge', '.']",[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[]
